Gene	Patient06_BM	Patient06_CNS	Patient07_BM	Patient07_CNS	Patient08_BM	Patient08_CNS
EFCAB7	171	102	257	63	277	51
DLEU2L	0	0	0	0	0	0
PGM1	84	44	83	44	83	44
ROR1	1	0	0	0	0	0
CACHD1	0	0	0	0	0	0
RAVER2	9	25	8	29	7	31
JAK1	2012	1559	1197	2905	1084	3785
LINC01359	0	2	0	0	0	0
MIR3671	0	1	0	0	0	0
MIR101-1	0	0	0	0	0	0
AK4	0	3	0	4	0	5
DNAJC6	11	6	32	1	39	0
LEPROT	787	666	1231	389	1341	309
LEPR	325	403	661	172	757	119
PDE4B	4123	1456	1223	6252	970	11614
LOC101927139	24	19	13	39	12	52
SGIP1	8	3	12	1	13	1
TCTEX1D1	0	0	0	2	0	3
WDR78	73	8	113	4	123	3
MIER1	375	266	553	167	596	137
SLC35D1	1316	883	996	1234	944	1423
IL12RB2	46	16	19	49	16	76
SERBP1	721	229	809	200	827	188
GADD45A	248	32	62	169	48	342
WLS	0	1	0	0	0	0
DEPDC1	10	0	2	0	2	1
DEPDC1-AS1	0	0	0	0	0	0
LRRC7	0	0	0	0	0	1
LRRC40	207	37	85	107	72	169
SRSF11	2359	2669	2384	2636	2389	2622
ANKRD13C	27	20	15	42	13	58
HHLA3	5	0	2	1	2	2
CTH	0	0	0	0	0	0
PTGER3	0	0	0	0	0	0
ZRANB2-AS1	0	0	0	0	1	0
ZRANB2	781	509	979	388	1022	345
MIR186	0	0	0	0	0	0
ZRANB2-AS2	9	2	13	1	14	0
NEGR1	1460	719	1521	684	1533	670
NEGR1-IT1	0	0	0	0	0	0
LRRIQ3	1	0	0	0	0	0
FPGT	1	2	3	1	3	0
CRYZ	102	21	97	23	96	23
TYW3	39	33	78	14	89	10
ACADM	2359	387	1454	692	1326	885
DLSTP1	4	36	30	3	43	1
RABGGTB	494	401	784	230	856	182
SNORD45C	0	1	2	0	3	0
SNORD45A	2	0	3	0	3	0
SNORD45B	2	1	3	1	3	1
MSH4	0	0	0	0	0	1
ST6GALNAC3	2	2	2	3	2	3
PIGK	318	158	450	104	481	87
AK5	42	50	59	33	63	28
ZZZ3	558	680	628	590	642	556
USP33	679	776	865	580	906	513
FAM73A	16	8	5	31	4	53
NEXN-AS1	0	10	0	0	0	0
NEXN	6	5	16	1	19	0
FUBP1	618	487	1029	264	1134	203
DNAJB4	15	64	82	8	112	3
GIPC2	0	0	0	0	0	1
IFI44L	4046	14717	10015	4965	11903	3128
IFI44	1030	1234	1340	900	1409	787
LOC101927412	1	1	0	2	0	2
LOC101927560	1	1	1	0	1	0
TTLL7	2	3	5	1	6	0
PRKACB	246	79	293	64	303	58
RPF1	938	546	1142	431	1186	390
GNG5	17	14	36	5	42	3
SPATA1	3	36	10	11	13	6
CTBS	219	71	215	72	214	73
SSX2IP	2	1	3	1	3	0
MCOLN2	2	40	9	10	12	5
MCOLN3	26	20	14	41	12	56
SYDE2	2	3	3	2	3	2
C1orf52	15	12	23	7	25	6
BCL10	343	142	164	342	143	497
LOC646626	0	1	0	0	0	0
CYR61	0	0	0	0	0	0
ZNHIT6	260	161	332	120	348	106
COL24A1	10	0	0	7	0	21
ODF2L	165	153	134	196	129	218
SH3GLB1	272	116	156	226	141	299
SEP15	1503	247	1116	353	1054	411
HS2ST1	18	2	3	21	2	49
LINC01140	0	1	0	0	1	0
LMO4	211	118	213	117	214	116
LINC01364	3	2	3	3	2	4
PKN2-AS1	0	5	0	0	1	0
PKN2	1120	2376	1878	1279	2073	983
GTF2B	753	457	837	403	854	382
CCBL2	37	27	24	45	22	56
RBMXL1	87	60	59	95	55	116
GBP3	17	18	12	26	11	30
GBP1	132	329	838	35	1192	13
GBP2	118	259	340	72	416	42
GBP7	0	1	0	0	0	0
GBP4	2461	749	2056	930	1986	1019
GBP5	24	75	32	53	34	45
GBP6	0	0	0	0	0	0
GBP1P1	5	12	5	12	5	11
LRRC8B	118	49	65	101	58	137
FLJ27354	0	0	0	0	0	1
LRRC8C	1041	888	963	974	949	1013
LRRC8D	85	108	116	74	123	63
GEMIN8P4	0	0	0	1	0	2
ZNF326	627	385	582	421	574	437
ZNF644	216	137	153	207	144	246
HFM1	0	1	0	3	0	5
CDC7	341	171	402	140	415	129
TGFBR3	11	34	13	27	13	25
BTBD8	14	0	4	3	3	6
KIAA1107	0	0	0	0	0	1
C1orf146	0	2	0	0	0	0
GLMN	7	7	10	5	11	4
RPAP2	442	376	534	299	554	271
GFI1	10	10	7	17	6	22
EVI5	774	819	634	1040	610	1151
RPL5	11717	2967	8718	4230	8240	4918
FAM69A	0	0	0	0	0	1
SNORD21	1	1	4	0	5	0
SNORA66	34	11	93	3	113	1
MTF2	221	285	297	200	314	172
TMED5	222	139	140	242	128	307
CCDC18	862	641	816	685	808	704
LOC100131564	125	399	178	261	191	218
DR1	34	12	18	26	16	36
FNBP1L	301	2571	849	743	1034	438
BCAR3	42	239	92	96	106	65
LOC100129046	1	0	0	1	0	3
MIR760	0	0	0	1	0	2
DNTTIP2	605	190	557	209	548	218
GCLM	33	74	39	60	41	55
ABCA4	1	1	2	0	2	0
ARHGAP29	98	57	7	1178	4	4254
ABCD3	3	2	3	3	3	3
F3	6	5	4	9	4	11
SLC44A3	1	1	1	0	1	0
CNN3	88	106	46	230	41	319
LOC729970	1	2	0	7	0	11
ALG14	13	1	6	4	5	6
TMEM56	4	0	7	0	8	0
TMEM56-RWDD3	3	0	2	1	2	1
LOC101928118	3	3	6	1	7	0
RWDD3	11	16	21	7	24	5
FLJ31662	0	0	0	0	0	1
PTBP2	799	1256	900	1090	920	1026
DPYD	17	18	41	6	49	3
DPYD-AS1	1	1	1	0	1	0
DPYD-AS2	13	11	8	19	7	25
SNX7	1	0	1	0	1	0
PALMD	1	1	2	0	2	0
FRRS1	3	3	7	1	8	0
AGL	0	0	0	0	0	0
SLC35A3	309	288	290	311	286	322
HIAT1	560	280	339	510	308	658
SASS6	108	23	55	53	49	75
TRMT13	66	78	93	52	100	43
LRRC39	0	0	0	0	0	0
DBT	79	95	154	43	175	30
RTCA-AS1	0	0	0	1	0	3
RTCA	69	28	75	25	77	24
MIR553	0	0	0	0	0	0
CDC14A	284	422	223	564	213	638
GPR88	1	1	0	2	0	2
VCAM1	75	163	572	13	842	4
EXTL2	22	8	32	5	34	4
SLC30A7	605	974	907	599	980	488
DPH5	724	164	350	393	305	570
LOC102606465	2	4	2	3	2	3
LOC101928370	0	0	0	1	0	2
S1PR1	4	4	1	14	1	23
COL11A1	0	0	0	0	0	0
RNPC3	225	452	380	242	419	185
AMY2B	7	14	4	25	4	32
ACTG1P4	0	0	0	1	0	1
LOC101928476	1	1	1	0	1	0
PRMT6	25	2	6	12	5	23
NTNG1	0	1	0	0	0	0
VAV3	823	560	1177	364	1260	304
MIR7852	0	1	0	0	0	0
VAV3-AS1	4	3	7	1	8	1
SLC25A24	69	45	37	93	33	127
FAM102B	86	69	73	84	70	92
HENMT1	6	6	7	5	7	4
PRPF38B	1852	1648	2172	1361	2239	1255
FNDC7	1	1	1	1	1	1
STXBP3	440	176	493	154	503	145
AKNAD1	1	0	0	0	0	0
GPSM2	1	0	0	1	0	1
CLCC1	517	1002	1037	435	1185	305
WDR47	719	475	421	903	380	1187
TAF13	2	0	1	0	1	0
TMEM167B	131	22	112	26	108	29
SCARNA2	65	12	11	98	8	231
C1orf194	0	3	0	1	0	1
KIAA1324	34	114	62	56	70	41
SARS	236	305	277	251	285	232
CELSR2	1	0	0	0	0	0
PSRC1	1	0	0	0	0	1
MYBPHL	0	0	0	2	0	3
SORT1	20	4	2	49	1	130
PSMA5	867	223	732	273	709	298
ATXN7L2	0	0	0	1	0	2
CYB561D1	0	1	0	2	0	3
AMIGO1	0	0	0	1	0	1
GPR61	0	0	0	0	0	0
GNAI3	1932	1284	1945	1274	1947	1270
MIR197	1	0	1	0	1	0
GNAT2	6	45	3	78	3	98
AMPD2	276	366	259	395	256	408
GSTM4	35	10	14	32	11	52
GSTM2	186	241	121	405	111	505
GSTM1	15	1	7	3	6	5
GSTM5	12	7	11	8	10	9
GSTM3	12	14	6	31	5	45
CSF1	0	3	2	0	3	0
AHCYL1	324	230	318	235	317	237
STRIP1	90	309	138	185	150	149
ALX3	0	0	0	0	0	0
SLC6A17	0	0	0	0	0	0
KCNC4-AS1	0	0	0	0	0	0
KCNC4	1	10	4	3	5	1
LOC440600	14	13	18	9	19	8
RBM15	285	133	114	400	96	638
SLC16A4	5	36	10	17	12	12
LAMTOR5	351	198	541	118	587	94
LAMTOR5-AS1	3	0	2	0	2	0
KCNA2	0	0	0	0	0	0
KCNA3	13	27	5	76	4	117
CD53	3016	2718	2729	3063	2678	3223
LRIF1	20	16	24	13	25	12
DRAM2	173	80	141	103	135	114
CEPT1	721	1427	844	1182	869	1091
DENND2D	191	357	128	577	119	708
CHI3L2	120	2	101	3	97	3
CHIAP2	1	1	1	0	1	0
PIFO	22	11	8	34	7	55
OVGP1	1	0	0	2	0	4
WDR77	46	38	55	30	58	27
ATP5F1	2450	834	2106	1000	2046	1080
C1orf162	283	127	334	104	345	96
TMIGD3	0	1	0	0	0	0
ADORA3	0	0	0	0	0	0
LINC01160	1	0	0	2	0	3
RAP1A	1292	461	1380	426	1398	412
FAM212B	1	7	1	10	1	11
FAM212B-AS1	0	0	0	1	0	2
LOC101928718	8	3	7	4	7	4
DDX20	131	69	45	248	37	425
CTTNBP2NL	4	5	3	6	3	7
MIR4256	7	37	7	38	7	39
WNT2B	6	15	3	29	3	39
ST7L	12	13	21	6	24	4
CAPZA1	2896	1975	3381	1641	3482	1516
MOV10	778	1089	1129	697	1213	576
RHOC	36	57	29	74	28	83
PPM1J	1	0	0	1	0	3
FAM19A3	1	0	1	0	1	0
SLC16A1	57	18	111	8	125	5
AKR7A2P1	0	0	0	0	0	0
SLC16A1-AS1	0	1	0	0	0	0
LOC100996251	0	11	3	2	4	0
LRIG2	51	74	40	99	38	112
MAGI3	4	4	2	10	1	14
PHTF1	313	691	385	540	400	486
RSBN1	431	523	602	350	642	295
AP4B1-AS1	0	0	0	0	0	0
PTPN22	65	70	58	80	57	84
BCL2L15	0	0	0	0	0	0
AP4B1	384	563	301	752	288	850
DCLRE1B	195	125	288	78	311	64
HIPK1-AS1	0	0	0	0	0	0
HIPK1	848	341	942	300	961	285
OLFML3	2	0	0	1	0	1
TRIM33	2852	2595	2416	3167	2340	3447
BCAS2	27	18	40	12	42	9
DENND2C	1	0	0	1	0	3
AMPD1	0	1	1	0	1	0
NRAS	229	66	252	58	257	56
CSDE1	3324	2501	4142	1921	4320	1717
SIKE1	234	70	181	95	173	109
TSPAN2	0	1	1	0	2	0
VANGL1	5	1	1	9	0	17
LOC101928977	0	0	0	0	0	0
SLC22A15	0	0	0	0	0	0
MAB21L3	603	4395	1138	2054	1284	1486
ATP1A1	710	399	589	500	568	550
ATP1A1-AS1	1	0	0	1	0	2
LOC101929023	7	3	1	19	1	38
CD58	158	326	190	262	196	239
IGSF3	44	57	51	48	52	44
CD2	11	21	14	15	15	13
PTGFRN	2058	3157	7101	714	8993	380
CD101	0	0	0	0	0	0
LOC101929099	0	0	0	0	0	0
TTF2	176	136	290	75	319	58
TRIM45	42	13	31	19	29	22
VTCN1	1	1	1	0	1	0
MAN1A2	1008	361	580	701	522	930
LOC100996263	1	2	3	1	3	0
FAM46C	313	194	248	257	237	289
GDAP2	849	790	806	840	798	862
WDR3	229	70	173	99	164	114
SPAG17	0	0	0	0	0	0
TBX15	1	0	1	0	1	0
WARS2	0	0	0	0	0	0
WARS2-IT1	0	0	0	0	0	0
LOC101929147	576	335	303	724	268	1003
HSD3B2	1	1	1	0	1	0
HSD3BP4	1	1	1	0	1	0
ZNF697	2	0	0	2	0	4
PHGDH	43	0	2	6	1	26
NBPF7	0	6	0	4	0	4
NOTCH2	121	330	79	551	72	685
FAM72B	4	0	2	0	1	1
HIST2H2BA	4	4	6	3	7	2
FCGR1B	2	6	3	4	3	4
SRGAP2-AS1	1	0	1	0	0	0
SRGAP2B	80	145	182	54	213	35
EMBP1	3	0	2	0	2	0
ANKRD20A12P	2	3	1	5	1	6
LOC102723769	7	6	6	7	6	7
LOC100132057	13	73	35	23	42	14
LINC01138	0	0	1	0	1	0
PPIAL4G	0	2	0	0	0	0
NBPF20	1	9	3	5	3	4
LINC00869	3	1	3	2	3	2
PFN1P2	5	17	2	37	2	52
NBPF9	0	0	0	0	0	0
NBPF8	96	284	139	182	149	151
LOC653513	0	2	0	0	0	0
PDE4DIP	258	216	130	490	114	694
SEC22B	1728	962	1378	1262	1320	1416
NOTCH2NL	99	276	77	373	73	424
NBPF25P	3	14	2	19	2	22
NBPF10	118	243	70	449	64	583
LOC101928979	0	0	0	0	0	0
HFE2	2	0	2	0	2	0
TXNIP	6982	20324	6321	22897	6202	24088
POLR3GL	202	306	138	483	128	585
ANKRD34A	0	0	0	0	0	0
LIX1L	1144	371	884	506	842	577
RBM8A	2104	1340	2168	1293	2181	1273
GNRHR2	16	35	23	22	25	18
PEX11B	28	13	51	6	57	4
ITGA10	12	8	2	45	2	88
ANKRD35	0	0	0	1	0	2
PIAS3	170	107	84	248	74	355
MIR6736	0	0	0	0	0	1
NUDT17	3	4	3	4	3	4
POLR3C	2303	1798	1991	2141	1936	2306
RNF115	81	9	11	98	8	258
CD160	0	6	0	8	0	8
PDZK1	1	1	0	2	0	2
GPR89A	20	43	32	24	35	19
PDZK1P1	0	3	0	0	0	0
NBPF11	1	8	0	18	0	25
NBPF12	13	6	4	22	3	36
LOC728989	0	11	1	1	2	0
RNVU1-8	3	0	3	0	3	0
PRKAB2	12	12	24	5	27	3
PDIA3P1	34	45	62	22	70	16
FMO5	158	635	247	371	269	295
CHD1L	409	513	472	433	485	403
LINC00624	1	1	1	0	1	0
BCL9	12	8	6	18	5	25
ACP6	25	9	17	15	15	19
GJA5	4	5	10	1	11	1
GJA8	1	1	1	0	1	0
GPR89B	0	0	0	0	0	0
MIR5087	7	2	2	7	2	11
RNVU1-19	17	0	7	3	6	5
NBPF14	0	6	1	2	1	1
NBPF15	122	370	137	322	140	303
LOC645166	3	6	2	7	2	8
LOC388692	0	3	0	0	0	0
FCGR1C	1	5	2	3	2	3
LOC103091866	6	3	1	17	1	33
RNVU1-20	4	0	3	1	3	1
HIST2H2BF	76	2	10	36	6	100
FCGR1A	0	7	0	6	0	5
HIST2H3D	6	0	1	1	0	4
HIST2H2BC	0	0	0	0	0	1
HIST2H2BE	1438	918	1237	1101	1201	1189
HIST2H2AC	36	2	18	7	15	10
HIST2H2AB	5	0	0	0	0	2
BOLA1	0	0	0	0	0	0
SV2A	97	41	40	118	34	184
SF3B4	4	1	2	2	2	4
MTMR11	1	0	0	0	0	0
OTUD7B	2	11	13	1	17	0
VPS45	60	82	97	46	106	36
PLEKHO1	172	201	202	166	209	152
ANP32E	2226	880	2853	653	2992	576
CA14	1	0	0	1	0	3
APH1A	1228	174	444	589	366	989
C1orf54	1	1	1	1	1	1
CIART	0	0	0	2	0	5
MRPS21	9	18	33	3	42	1
PRPF3	665	1711	1054	985	1151	778
RPRD2	625	516	788	391	824	347
TARS2	103	188	105	182	106	180
ECM1	53	244	208	47	270	23
FALEC	1	1	1	1	1	1
ADAMTSL4	0	4	0	2	0	1
MIR4257	0	2	0	0	1	0
ADAMTSL4-AS1	3	5	1	15	1	24
MCL1	536	401	165	1646	132	2997
ENSA	3399	1438	2692	1902	2575	2142
GOLPH3L	524	165	301	321	271	426
HORMAD1	0	0	0	0	0	0
CTSS	1590	751	1641	723	1651	712
CTSK	71	190	149	78	171	53
ARNT	1240	1395	1458	1149	1503	1058
SETDB1	824	677	754	752	742	787
CERS2	285	310	302	289	306	280
ANXA9	0	0	0	0	0	0
FAM63A	128	204	306	71	361	45
PRUNE	33	6	33	6	32	6
BNIPL	1	0	0	2	0	4
C1orf56	1116	629	1029	693	1014	722
CDC42SE1	299	410	160	866	142	1189
MLLT11	29	40	60	17	69	11
GABPB2	12	7	16	5	17	4
SEMA6C	58	113	33	218	30	288
TNFAIP8L2	8	78	58	8	83	2
LYSMD1	0	11	1	1	1	0
SCNM1	4	0	1	1	1	3
TMOD4	2	11	2	12	2	12
VPS72	20	24	37	11	42	8
PIP5K1A	1823	589	1626	675	1591	716
PSMD4	1722	870	1393	1122	1337	1251
ZNF687	78	33	146	15	165	11
PI4KB	102	173	159	101	174	80
RFX5	1354	1065	1108	1354	1067	1499
GBAT2	12	7	19	4	20	3
SELENBP1	12	2	21	1	23	0
PSMB4	4166	1980	5640	1377	5975	1180
POGZ	2181	1926	2926	1354	3094	1166
CGN	2	0	0	1	0	3
TUFT1	2	17	2	20	2	21
SNX27	488	577	632	423	664	371
CELF3	0	0	0	0	0	0
MRPL9	189	126	233	98	243	88
OAZ3	13	5	4	22	3	39
TDRKH	6	152	6	154	6	155
LINGO4	0	0	0	0	0	1
RORC	11	46	48	7	64	3
C2CD4D	0	2	0	0	0	0
LOC100132111	0	0	0	0	0	1
THEM5	1	1	2	0	2	0
THEM4	0	14	4	2	6	0
S100A10	42	47	43	45	44	44
S100A11	17	16	38	6	44	4
LOC100131107	1	1	1	0	1	0
TCHH	5	3	4	3	4	3
HRNR	6	2	3	4	3	5
FLG-AS1	0	0	0	0	0	0
FLG2	1	0	1	0	1	0
SPRR2D	1	1	2	1	3	0
LOR	0	0	0	0	0	1
PGLYRP4	0	0	0	0	0	1
S100A9	6	162	19	44	23	25
S100A12	0	10	9	0	14	0
S100A8	7	81	78	4	123	0
S100A6	83	356	183	139	213	93
S100A5	0	1	0	0	0	0
S100A4	14	9	18	7	19	6
LOC101928034	0	0	0	0	0	0
S100A3	0	0	0	0	0	0
S100A2	0	0	0	1	0	2
S100A16	78	70	111	45	119	38
S100A13	21	25	37	12	41	9
S100A1	9	0	2	1	1	4
CHTOP	679	684	426	1196	390	1517
SNAPIN	25	19	34	13	36	11
ILF2	4717	1810	4509	1911	4470	1955
NPR1	24	18	11	49	9	74
INTS3	1076	1885	1248	1577	1284	1461
SLC27A3	843	1137	600	1709	562	2032
LOC343052	0	0	0	1	0	2
GATAD2B	1810	1368	2934	767	3217	599
DENND4B	1494	2129	1487	2140	1486	2145
CRTC2	186	145	132	217	124	259
SLC39A1	20	16	22	15	22	14
MIR6737	0	0	0	0	0	0
CREB3L4	5	5	6	5	6	5
JTB	856	853	600	1306	561	1565
RAB13	0	2	1	1	1	0
RPS27	5627	3009	6862	2372	7126	2144
NUP210L	6	13	3	22	3	28
TPM3	11616	7249	13302	6161	13651	5750
C1orf189	0	0	0	0	0	1
C1orf43	500	509	560	444	572	420
UBAP2L	828	556	754	622	741	652
HAX1	728	817	816	712	834	671
AQP10	1	2	2	1	2	1
ATP8B2	58	102	45	135	43	152
IL6R	67	163	82	127	86	115
UBE2Q1	41	15	20	35	18	49
UBE2Q1-AS1	0	2	0	0	0	0
CHRNB2	21	34	20	36	20	37
ADAR	5817	4860	5474	5226	5411	5391
KCNN3	3	0	4	0	4	0
PMVK	97	85	104	78	105	76
PBXIP1	534	498	296	1012	264	1368
PYGO2	50	28	56	25	57	23
SHC1	31	21	13	57	11	87
CKS1B	65	7	60	7	60	7
MIR4258	0	0	0	0	0	1
FLAD1	136	246	170	188	178	168
LENEP	0	0	0	0	0	0
ZBTB7B	78	148	47	268	43	345
DCST2	41	75	12	299	10	537
DCST1	0	0	0	0	0	1
LOC100505666	0	1	0	0	0	0
ADAM15	38	38	12	147	9	261
EFNA4	6	4	10	2	11	1
EFNA3	2	1	1	2	1	3
EFNA1	771	701	520	1126	482	1377
SLC50A1	48	101	92	46	104	33
DPM3	22	39	32	24	35	20
KRTCAP2	73	55	97	39	103	34
TRIM46	11	1	3	8	2	14
MUC1	0	1	2	0	2	0
THBS3	147	166	81	338	72	457
MTX1	37	80	116	20	144	11
GBAP1	4	48	12	14	14	8
GBA	19	41	60	10	74	5
FAM189B	24	22	17	32	16	37
SCAMP3	13	19	20	12	21	10
CLK2	1004	894	765	1238	726	1422
HCN3	0	0	0	0	0	0
PKLR	4	2	6	1	6	1
FDPS	198	151	261	109	275	94
RUSC1-AS1	0	0	0	0	0	0
RUSC1	40	81	35	94	34	101
ASH1L	4185	6728	5897	4459	6296	3744
MIR555	0	0	0	0	0	1
POU5F1P4	0	0	0	2	0	3
ASH1L-AS1	1	5	1	8	1	9
MSTO1	8	4	3	13	3	21
MSTO2P	48	70	38	91	37	102
YY1AP1	1193	1542	1934	863	2120	675
DAP3	1762	1165	1718	1201	1710	1216
GON4L	1760	1584	1984	1372	2030	1290
SYT11	30	16	51	8	56	6
RIT1	362	135	180	314	157	449
KIAA0907	47	71	39	88	37	97
SNORA80E	0	0	0	0	0	1
SCARNA4	1	0	0	0	0	1
RXFP4	5	11	5	12	5	13
ARHGEF2	202	82	127	142	117	179
SSR2	343	254	346	252	347	251
UBQLN4	38	87	76	38	87	27
LAMTOR2	4	3	4	3	3	3
RAB25	0	0	0	0	0	0
MEX3A	2	0	0	0	0	1
LMNA	19	2	9	5	8	8
SEMA4A	408	650	447	583	454	557
SLC25A44	15	19	8	39	7	53
PMF1	5	5	11	2	12	1
BGLAP	0	0	0	0	0	0
PAQR6	124	14	13	212	8	655
SMG5	134	129	47	444	39	751
TMEM79	2	0	0	2	0	3
GLMP	7	7	14	3	16	2
CCT3	357	363	598	195	659	150
TSACC	0	0	0	0	0	0
RHBG	0	1	1	0	1	0
MEF2D	124	69	115	75	113	79
IQGAP3	5	12	18	2	23	1
TTC24	8	20	15	9	17	6
APOA1BP	17	12	22	8	23	7
GPATCH4	191	152	398	63	457	43
CRABP2	0	0	0	0	0	0
ISG20L2	69	22	63	25	62	26
RRNAD1	0	4	1	2	1	2
MRPL24	19	26	39	10	45	7
HDGF	499	184	455	206	447	215
PRCC	67	56	62	61	61	64
SH2D2A	0	7	0	5	1	4
NTRK1	1	53	0	89	0	112
INSRR	0	0	0	1	0	2
PEAR1	2	5	1	10	1	13
LRRC71	2	3	1	5	1	6
ARHGEF11	60	1776	180	476	222	272
MIR765	0	0	0	0	0	1
ETV3	94	71	35	224	29	366
CYCSP52	0	0	0	0	0	0
FCRL5	13	1	14	1	15	1
FCRL4	1	1	1	0	1	0
FCRL3	2	4	5	1	6	1
FCRL2	3	0	5	0	6	0
FCRL1	30	9	23	13	22	15
CD5L	2	0	2	0	2	0
KIRREL	2	4	0	11	0	16
CD1D	19	1	3	12	2	27
CD1A	6	40	18	12	22	7
CD1C	176	2977	446	981	533	612
CD1B	0	0	0	0	0	0
CD1E	0	0	0	0	0	0
OR10Z1	2	2	4	1	5	0
SPTA1	3338	4257	3777	3671	3867	3446
OR6K3	2	2	4	1	5	0
OR6N1	0	1	0	0	0	0
MNDA	10	136	59	17	82	7
PYHIN1	33	751	48	475	52	390
IFI16	5800	5094	7070	4017	7342	3631
AIM2	2	9	2	10	2	10
ACKR1	14	7	24	3	27	2
FCER1A	9	5	6	8	5	10
OR10J1	1	1	1	0	1	0
DUSP23	0	0	0	0	0	0
FCRL6	0	0	0	0	0	0
SLAMF8	13	3	7	6	7	8
C1orf204	3	3	2	4	2	4
VSIG8	0	0	0	0	0	0
CFAP45	1	0	0	0	0	1
TAGLN2	17	10	29	5	32	4
IGSF9	7	3	13	1	15	0
SLAMF9	1	0	0	0	0	0
LINC01133	1	0	1	0	1	0
PIGM	127	132	182	86	195	72
KCNJ10	34	32	28	40	27	44
KCNJ9	23	18	13	35	12	47
IGSF8	133	42	31	235	23	487
CASQ1	3	4	2	5	2	6
LOC729867	0	12	2	1	4	0
PEA15	731	1420	1979	430	2393	258
DCAF8	1483	2774	2016	1919	2138	1641
PEX19	1311	711	1224	772	1208	800
COPA	842	643	721	774	700	838
SUMO1P3	1	4	2	2	2	1
NCSTN	86	117	224	37	269	22
NHLH1	0	0	0	1	0	2
VANGL2	49	3	15	16	12	29
SLAMF6	9	28	9	27	9	27
CD84	241	192	306	144	321	127
SLAMF1	0	0	1	0	1	0
CD48	176	85	354	36	404	25
SLAMF7	79	120	152	54	173	39
LY9	129	274	142	244	145	232
CD244	2	12	0	27	0	37
ITLN1	3	4	8	1	9	0
F11R	15	20	23	11	25	9
TSTD1	4	5	6	4	6	3
USF1	13	20	13	21	13	21
ARHGAP30	197	119	60	486	48	882
PVRL4	1	0	0	0	0	0
KLHDC9	1	0	0	0	0	1
PFDN2	22	16	47	6	54	4
NIT1	158	217	223	144	238	120
DEDD	219	286	249	245	256	229
UFC1	29	18	58	8	66	5
USP21	138	155	139	154	139	153
PPOX	643	1265	742	1066	763	991
B4GALT3	231	738	324	493	346	415
ADAMTS4	0	2	1	0	1	0
NDUFS2	67	112	113	59	125	45
FCER1G	10	16	17	9	18	7
APOA2	15	3	6	9	5	13
TOMM40L	390	636	395	625	396	621
NR1I3	0	1	0	1	0	1
PCP4L1	0	0	0	0	0	0
MPZ	0	0	0	0	0	0
SDHC	231	98	270	81	278	75
CFAP126	0	0	0	0	0	0
FCGR2A	176	423	304	220	337	166
HSPA6	0	16	2	1	4	0
FCGR3A	1	3	7	0	9	0
FCGR2C	4	40	15	9	19	4
HSPA7	6	153	28	24	38	11
FCGR3B	0	109	2	0	6	0
FCGR2B	0	0	0	0	0	0
FCRLA	0	0	0	0	0	0
FCRLB	0	1	0	0	0	0
DUSP12	33	15	45	10	48	8
ATF6	894	745	1250	498	1333	420
OLFML2B	3	7	6	3	7	2
NOS1AP	11	64	3	218	3	367
MIR4654	0	0	0	0	0	1
C1orf111	1	1	1	0	1	0
C1orf226	0	1	0	15	0	35
SH2D1B	12	6	4	21	3	35
UHMK1	193	118	233	94	241	86
UAP1	0	0	0	0	0	0
DDR2	3	1	4	1	4	1
HSD17B7	0	0	0	1	0	2
RGS5	0	2	1	0	1	0
NUF2	17	1	21	1	22	1
PBX1	7	1	13	0	15	0
MGST3	1	0	4	0	4	0
ALDH9A1	102	90	130	68	136	60
LOC440700	0	0	0	2	0	4
TMCO1	918	307	915	308	914	308
LOC100147773	0	0	0	0	0	0
UCK2	21	8	36	4	39	3
POGK	122	98	106	115	103	124
TADA1	137	92	101	133	95	156
ILDR2	0	0	0	0	0	0
GPA33	1	0	0	1	0	3
DUSP27	0	0	0	1	0	2
POU2F1	643	773	1370	312	1583	212
CD247	20	240	63	61	78	34
CREG1	29	69	78	21	94	12
RCSD1	1339	880	793	1649	718	2153
MPZL1	510	192	383	272	362	315
ADCY10	0	2	0	0	0	0
MPC2	153	20	95	36	87	46
DCAF6	323	184	215	299	199	368
GPR161	8	45	2	202	1	380
TIPRL	343	297	400	247	412	229
SFT2D2	86	31	44	68	39	94
ANKRD36BP1	151	89	175	74	180	69
TBX19	0	0	0	3	0	4
LOC100505918	1	1	1	0	1	0
XCL2	0	1	0	0	1	0
XCL1	0	0	0	0	0	0
ATP1B1	12	1	5	4	5	6
NME7	6	6	16	1	20	0
BLZF1	262	193	246	209	242	216
CCDC181	0	11	3	1	5	0
SLC19A2	32	22	33	21	33	21
F5	0	1	0	0	0	0
SELP	0	0	0	0	0	0
SELL	19	8	19	7	19	7
METTL18	5	5	9	2	10	2
C1orf112	87	79	57	133	52	166
SCYL3	735	574	801	518	814	496
KIFAP3	119	66	88	95	83	112
LOC101928650	0	1	0	0	0	0
GORAB	213	125	139	210	128	261
PRRX1	0	0	1	0	1	0
FMO2	3	3	7	1	8	0
FMO4	0	22	1	3	2	1
TOP1P1	0	0	1	0	1	0
PRRC2C	8904	8104	11278	6104	11798	5412
VAMP4	75	56	49	92	45	114
METTL13	2052	537	1022	1239	895	1768
DNM3	0	8	1	3	1	2
DNM3OS	0	4	1	0	2	0
C1orf105	4	5	9	1	11	1
PIGC	24	16	45	7	50	5
SUCO	474	187	178	603	148	992
FASLG	0	0	0	0	0	0
